,Gyny,ColonyStructure,ColonyFoundation,ColonyDensity,Workers,WorkerPolymorphism,MinBodySize,MaxBodySize,SterileWorkers,Sting,Diet,Aggressitivity,ForagingBehaviour,ActivityRange,HasSymbioses,Parasitic,SlaveMaking,NestRaids,Habitat,NestingType,DisturbanceSpecialist,InvasivenessStatus,Ecozone
Polyrhachis_decellei,NA,NA,NA,NA,NA,No,2.12823170584927,2.17475172148416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Tetraponera_anthracina,Polygynous,NA,Dependent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Anochetus_minans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Mycetosoritis_vinsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Neo
Stenamma_felixi,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,NA,NA,SF,Day,NA,NA,NA,NA,RF,TAL,No,Native,Neo
Axinidris_murielae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Pheidole_erratilis,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Neo
Camponotus_sayi,NA,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Neivamyrmex_gibbatus,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Pr,Aggressive,AA,Day,No,No,No,Yes,RF,NA,Yes,Native,Neo
Myrmica_quebecensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,TF,NA,NA,Native,Ne
Camponotus_gestroi,NA,NA,NA,NA,NA,Yes,1.66770682055808,2.18605127673809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Pa
Lasius_carniolicus,NA,NA,NA,NA,NA,NA,1.38629436111989,1.50407739677627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ub,NA,Native,Pa
Hypoponera_distinguenda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Lasius_crypticus,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Simopelta_pergandei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Lasius_alienus,Monogynous,NA,Independent,Abundant,8.00670084544037,No,1.09861228866811,1.38629436111989,No,No,Om,Aggressive,NA,Day,No,No,No,No,Ge,Un,NA,Exotic,Pa
Camponotus_aurofasciatus,NA,NA,NA,NA,NA,Yes,1.79175946922805,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmecocystus_wheeleri,NA,NA,NA,NA,NA,NA,1.6094379124341,1.6094379124341,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,TF,Gr,NA,Native,Ne
Nesomyrmex_echinatinodis,Polygynous,Polydomous,Dependent,NA,8.5173931714189,No,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,No,No,No,Ge,Ub,No,Native,Neo
Stenamma_expolitum,Monogynous,Polydomous,NA,NA,5.30330490805908,No,NA,NA,NA,Yes,NA,NA,NA,NA,No,No,No,No,RF,NA,No,Native,Neo
Cataglyphis_adenensis,NA,NA,NA,NA,NA,NA,1.94591014905531,2.19722457733622,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,Native,Co
Anochetus_mayri,NA,NA,NA,NA,NA,No,NA,NA,Yes,Yes,Pr,Evasive,NA,NA,NA,NA,NA,NA,RF,Ub,Yes,Exotic,Neo
Camponotus_nipponicus,NA,Polydomous,NA,NA,NA,NA,1.25276296849537,1.38629436111989,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Co,Ub,NA,Native,Pa
Camponotus_perthiana,Monogynous,NA,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Myrmicocrypta_spinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Trachymyrmex_bugnioni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Cyphomyrmex_dixus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Neo
Myrmelachista_flavoguarea,Monogynous,Polydomous,Independent,NA,NA,No,NA,NA,NA,No,Om,NA,Ge,Day,Yes,No,No,No,RF,TC,No,Native,Neo
Eciton_vagans_angustatum,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Pr,Aggressive,AA,Night,No,No,No,Yes,Ge,NA,No,Native,Neo
Myrmica_discontinua,NA,NA,NA,NA,NA,No,1.55814461804655,1.55814461804655,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Gr,Gr,No,Native,Ne
Myrmelachista_rubriceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Pyramica_enkara,NA,NA,NA,NA,NA,NA,1.22377543162212,1.22377543162212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Simopelta_oculata,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,Pr,Aggressive,Ge,Day,No,No,No,No,RF,Ub,No,Native,Neo
Adelomyrmex_tristani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Exotic,Neo
Pachycondyla_verenae,Monogynous,Monodomous,Independent,NA,NA,No,2.39789527279837,2.484906649788,NA,Yes,Pr,Aggressive,NA,Day,No,No,No,No,RF,TAL,No,Native,Neo
Camponotus_guttatus,NA,NA,NA,NA,NA,Yes,1.79175946922805,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Anochetus_mixtus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,In
Solenopsis_aurea,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Ne
Lasius_fuliginosus,Polygynous,NA,NA,NA,8.92279162396964,No,1.38629436111989,1.79175946922805,NA,No,Om,NA,MR,NA,Yes,NA,NA,NA,Ge,Ub,Yes,Exotic,Pa
Camponotus_crucheti,NA,NA,NA,NA,NA,Yes,1.94591014905531,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TC,NA,Native,Af
Myrmicocrypta_boliviana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Myrmicocrypta_bruchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Azteca_nanogyna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Cataglyphis_fortis,NA,NA,NA,NA,NA,NA,1.94591014905531,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Pa
Pyramica_cascanteae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Myrmecocystus_romainei,NA,Polydomous,NA,NA,NA,NA,NA,NA,NA,No,Om,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Ne
Camponotus_natalensis,NA,NA,NA,NA,NA,Yes,2.70805020110221,2.89037175789616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Hypoponera_gleadowi,Polygynous,NA,NA,NA,3.68887945411394,No,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,RF,Gr,NA,Native,Co
Tapinoma_sessile,Oligogynous,Polydomous,Facultative,Abundant,11.0966976461177,No,0.916290731874155,1.43508452528932,No,No,Om,Aggressive,MR,Day,Yes,No,No,No,Ge,Ub,Yes,Exotic,Co
Rogeria_belti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Day,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Atta_cephalotes,Monogynous,Monodomous,Independent,NA,13.8155115579638,Yes,1.38629436111989,2.83321334405622,NA,Yes,FG,Aggressive,Ge,Day,Yes,No,No,No,Ge,Ub,No,Native,Neo
Adelomyrmex_brevispinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pogonomyrmex_imberbiculus,Monogynous,NA,Facultative,NA,4.14313472639153,No,1.48160454092422,1.50407739677627,NA,Yes,Gr,NA,MR,NA,No,No,No,No,Ge,Un,No,Native,Ne
Aphaenogaster_floridana,NA,NA,NA,NA,3.93182563272433,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Sh,NA,NA,Native,Ne
Tetramorium_spinosum,NA,NA,NA,NA,4.26267987704132,No,1.52605630349505,1.80828877117927,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Ne
Pheidole_stulta,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Procryptocerus_goeldii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Monomorium_antipodum,NA,NA,NA,NA,NA,No,0.955511445027436,0.955511445027436,NA,NA,Sc,Evasive,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Au
Pyramica_Roomi,NA,NA,NA,NA,NA,NA,1.06471073699243,1.06471073699243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cephalotes_curvistriatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Pseudomyrmex_seminole,Monogynous,NA,NA,NA,NA,No,1.6094379124341,1.6094379124341,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,RF,Ub,No,Native,Co
Myrmelachista_ramulorum,Polygynous,NA,Independent,NA,14.7391942941117,No,1.20896034583698,1.20896034583698,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAL,NA,Exotic,Co
Heteroponera_brouni,Oligogynous,NA,NA,Rare,5.01727983681492,NA,1.50407739677627,3.58351893845611,NA,NA,NA,Unresponsive,NA,NA,NA,NA,NA,NA,TF,Ub,NA,Native,Au
Aphaenogaster_subterranea,Monogynous,Monodomous,Independent,NA,7.82444593087762,No,1.38629436111989,1.79175946922805,NA,Yes,Om,NA,NA,NA,NA,NA,NA,NA,TF,Un,No,Native,Pa
Axinidris_nigripes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_gerstaeckeri,NA,NA,NA,NA,NA,NA,1.43508452528932,1.6094379124341,NA,NA,Ho,NA,HT,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Af
Trachymyrmex_zeteki,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,FG,Evasive,Ge,Night,Yes,No,No,No,RF,Un,No,Native,Neo
Cyphomyrmex_snellingi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Proceratium_mancum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Aphaenogaster_picea,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Pyramica_bimarginata,NA,NA,Independent,NA,NA,No,1.19392246847243,1.19392246847243,NA,Yes,Pr,NA,NA,NA,NA,No,NA,NA,TF,Ub,NA,Native,Ne
Plagiolepis_alluaudi,Polygynous,NA,NA,Abundant,3.93182563272433,No,0.993251773010283,1.02961941718116,NA,No,Om,NA,NA,NA,No,No,No,No,Ge,Ub,Yes,Exotic,Co
Aenictus_congolensis,NA,NA,NA,NA,NA,NA,1.22377543162212,1.48160454092422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Formica_gerardi,NA,NA,NA,NA,NA,No,1.79175946922805,1.94591014905531,NA,No,Om,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Pa
Dolichoderus_lutosus,Monogynous,Monodomous,NA,NA,NA,No,NA,NA,Yes,No,Om,Evasive,Ge,NA,No,Yes,No,No,Ge,Ub,Yes,Exotic,Neo
Lasius_pallitarsis,Monogynous,NA,Independent,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,Ge,TAL,Yes,Native,Ne
Myrmelachista_meganaranja,Polygynous,Polydomous,Facultative,NA,NA,No,NA,NA,NA,No,Om,NA,Ge,Day,Yes,No,No,No,RF,TC,No,Native,Neo
Cephalotes_minutus,Monogynous,Polydomous,NA,NA,5.01727983681492,Yes,1.41585316336144,1.57277392806251,NA,Yes,Om,NA,Ge,Day,No,No,No,No,Ge,TAL,No,Native,Neo
Pachycondyla_curvinodis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Dorymyrmex_grandulus,NA,NA,NA,NA,6.90875477931522,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Co,NA,NA,Native,Ne
Anoplolepis_macgregori,NA,NA,NA,NA,NA,NA,1.38629436111989,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Azteca_pilosula,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,No,Om,NA,Ge,Day,NA,No,No,No,NA,TC,NA,Native,Neo
Camponotus_angusticeps,NA,NA,NA,NA,NA,Yes,2.14006616349627,2.35137525716348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Paratrechina_longicornis,Polygynous,Supercolonial,Dependent,Abundant,7.60140233458373,No,1.19392246847243,1.38629436111989,Yes,No,Om,Aggressive,Ge,NA,Yes,No,No,NA,Ge,Ub,Yes,Invasive,Co
Dorylus_wilverthi,Monogynous,NA,NA,NA,NA,Yes,1.25276296849537,2.56494935746154,NA,NA,NA,NA,NA,DayAndNight,NA,NA,NA,NA,RF,Un,NA,Native,Af
Pheidole_verricula,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Formica_neoclara,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Aenictogiton_bequaerti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_censor,NA,NA,NA,NA,NA,NA,1.25276296849537,1.56861591791385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Azteca_longiceps,Oligogynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,Yes,No,Om,Aggressive,Ge,Day,Yes,No,No,No,NA,TC,No,Native,Neo
Crematogaster_rivai,NA,NA,NA,NA,NA,NA,1.50407739677627,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Eurhopalothrix_gravis,NA,Monodomous,NA,NA,NA,No,NA,NA,NA,No,Pr,Unresponsive,SF,NA,No,No,No,No,RF,TAL,No,Native,Neo
Atta_colombica,Monogynous,Monodomous,Independent,NA,13.8155115579638,Yes,1.79175946922805,3.04452243772342,NA,Yes,FG,Aggressive,Ge,Day,Yes,No,No,No,RF,Gr,No,Native,Neo
Formica_decipiens,NA,NA,NA,NA,NA,No,1.6094379124341,2.07944154167984,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,No,Native,Pa
Camponotus_truncatus,Monogynous,Monodomous,NA,NA,7.82444593087762,Yes,1.38629436111989,1.79175946922805,NA,No,Om,NA,HT,NA,NA,NA,NA,NA,TF,TC,NA,Native,Pa
Apterostigma_chocoense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Crematogaster_sordidula,Monogynous,Monodomous,NA,NA,6.21660610108486,No,1.6094379124341,1.79175946922805,NA,Yes,Ho,NA,NA,DayAndNight,NA,NA,NA,NA,Ge,Ub,NA,Exotic,Pa
Pyramica_pilinasis,Polygynous,NA,NA,NA,3.43398720448515,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,LF,NA,Native,Ne
Pyramica_Placora,NA,NA,NA,NA,NA,NA,1.09861228866811,1.1314021114911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Cerapachys_coxalis,NA,NA,NA,NA,NA,NA,1.33500106673234,1.41098697371026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Leptogenys_famelica,NA,Monodomous,NA,NA,NA,No,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,RF,Ub,No,Native,Neo
Anochetus_haytianus,NA,NA,NA,NA,NA,NA,2.01490302054226,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Temnothorax_nadigi,Polygynous,NA,NA,NA,NA,No,1.09861228866811,1.38629436111989,NA,Yes,NA,Evasive,NA,NA,NA,NA,NA,NA,TF,TC,No,Native,Pa
Dorylus_conradti,NA,NA,NA,NA,NA,Yes,1.25276296849537,2.01490302054226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Polyrhachis_gagates,NA,NA,NA,NA,NA,No,2.50959926237837,2.65324196460721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Af
Pheidole_yaqui,NA,NA,NA,NA,4.33073334028633,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,No,Native,Ne
Camponotus_cuneidorsus,NA,Polydomous,NA,NA,NA,Yes,NA,NA,NA,No,Om,NA,SF,Day,No,No,No,No,RF,Ub,Yes,Native,Neo
Temnothorax_subditivus,Monogynous,Monodomous,Independent,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,No,No,RF,TAL,No,Exotic,Co
Hypoponera_creola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Plagiolepis_puncta,NA,NA,NA,NA,NA,NA,0.832909122935104,0.916290731874155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Anochetus_striatulus,NA,Monodomous,NA,NA,NA,No,NA,NA,No,Yes,Pr,NA,NA,NA,NA,NA,NA,NA,RF,TC,No,Native,Neo
Pyramica_mckeyi,NA,NA,NA,NA,NA,NA,0.693147180559945,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_punctatissima,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Ho,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Exotic,Neo
Paratrechina_wojciki,NA,NA,NA,NA,4.61512051684126,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Native,Ne
Tetramorium_semilaeve,Polygynous,Monodomous,NA,NA,8.92279162396964,No,1.09861228866811,1.38629436111989,NA,Yes,Om,NA,MR,DayAndNight,NA,NA,NA,NA,Ge,Gr,NA,Native,Pa
Procryptocerus_belti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Camponotus_carbo,NA,NA,NA,NA,NA,Yes,1.98787434815435,1.98787434815435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Linepithema_piliferum,Polygynous,Polydomous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HT,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Neo
Camponotus_oasium,NA,NA,NA,NA,NA,Yes,2.07944154167984,2.83321334405622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UA,NA,NA,Native,Pa
Pheidole_onyx,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Camponotus_hyatti,NA,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Cephalotes_scutulatus,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Neo
Aenictus_weissi,NA,NA,NA,NA,NA,NA,1.70474809223843,1.70474809223843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Myrmica_tahoensis,Oligogynous,NA,Dependent,NA,5.47227067367148,No,1.38629436111989,1.38629436111989,No,Yes,Om,NA,HT,NA,Yes,No,No,No,TF,Ub,No,Native,Ne
Heteroponera_microps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Axinidris_icipe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Camponotus_limbiventris,NA,NA,NA,NA,NA,Yes,1.79175946922805,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Myrmica_specioides,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Pa
Camponotus_roubaudi,NA,NA,NA,NA,NA,Yes,1.6094379124341,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Ectatomma_tuberculatum,Facultative,Polydomous,Facultative,NA,5.30330490805908,No,2.19722457733622,2.39789527279837,No,Yes,Om,Aggressive,NA,DayAndNight,Yes,No,No,No,RF,Ub,No,Native,Neo
Formica_sanguinea,Facultative,NA,Facultative,NA,7.82444593087762,No,1.94591014905531,2.30258509299405,No,No,Om,NA,NA,NA,Yes,Yes,Yes,NA,Ge,TAL,NA,Native,Pa
Myrmica_rugiventris,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,No,Native,Ne
Myrmecocystus_tenuinodis,NA,NA,NA,NA,NA,NA,1.28923264827676,1.28923264827676,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,RZ,NA,NA,Native,Ne
Dolichoderus_quadripunctatus,Monogynous,Polydomous,NA,NA,NA,No,1.38629436111989,1.79175946922805,NA,No,Om,NA,NA,Day,NA,NA,NA,NA,TF,TC,NA,Exotic,Pa
Nomamyrmex_hartigii,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Pr,Aggressive,AA,DayAndNight,No,No,No,Yes,RF,Un,No,Native,Neo
Myrmicocrypta_rudiscapa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Pachycondyla_apicalis,Monogynous,Monodomous,Independent,NA,NA,No,2.83321334405622,3.04452243772342,NA,Yes,Om,Evasive,NA,Day,No,No,No,No,Ge,Gr,No,Native,Neo
Crematogaster_longiceps,NA,NA,NA,NA,NA,NA,1.38629436111989,1.6094379124341,NA,NA,Ho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_contraria,NA,NA,NA,NA,NA,Yes,2.01490302054226,2.4423470353692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Formica_obscuripes,Polygynous,NA,Dependent,NA,10.3089859934221,Yes,NA,NA,No,No,Om,NA,HT,NA,NA,No,NA,NA,Ge,NA,NA,Native,Ne
Pyramica_warditeras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Rhytidoponera_violacea,NA,Monodomous,NA,Abundant,5.25227342804663,NA,NA,NA,NA,NA,Om,NA,SF,Day,NA,NA,NA,NA,Sh,Ub,NA,Native,Oc
Solenopsis_banyulensis,NA,NA,NA,NA,NA,No,0.693147180559945,1.09861228866811,NA,Yes,Om,NA,NA,NA,NA,NA,NA,NA,Co,NA,No,Native,Pa
Paratrechina_terricola,NA,NA,NA,NA,NA,No,1.16315080980568,1.16315080980568,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Native,Ne
Pyramica_margaritae,NA,NA,Independent,NA,5.52545293913178,No,NA,NA,NA,Yes,Pr,NA,NA,NA,NA,No,NA,NA,Ge,Gr,Yes,Native,Co
Stenamma_californicum,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,LF,Yes,Native,Ne
Pheidole_caulicola,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Camponotus_desantii,NA,NA,NA,NA,NA,Yes,2.484906649788,2.77258872223978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_buttikeri,NA,NA,NA,NA,NA,Yes,2.63905732961526,2.63905732961526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aenictus_furculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Dorylus_rufescens,NA,NA,NA,NA,NA,Yes,1.38629436111989,2.484906649788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Plagiolepis_mediorufa,NA,NA,NA,NA,NA,NA,0.741937344729377,0.8754687373539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Odontomachus_erythrocephalus,NA,NA,NA,NA,NA,NA,2.30258509299405,2.39789527279837,NA,NA,Om,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Neo
